compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,spinD,Egap,agl_thermal_expansion_300K,agl_debye,enthalpy_formation_atom,natoms,volume_cell,ael_bulk_modulus_vrh,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_thermal_conductivity_300K
C1Zr1,aflow:0f48656c8f1dcb62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181092,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812472,2,26.3499,,,,,
C1Zr1,aflow:0fcac9b5bc44e7f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619170,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3651,,,,,
C1Zr1,aflow:133de7a2c68574c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619154,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812585,2,26.3549,,,,,
C1Zr1,aflow:15da08280f56843c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619155,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812585,2,26.3608,,,,,
C1Zr1,aflow:183cdd9f310af68b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619173,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.354,,,,,
C1Zr1,aflow:18dba5d40dc304e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619166,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3651,,,,,
C1Zr1,aflow:1f976b430cdd9d6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619175,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3627,,,,,
C1Zr1,aflow:20c8d17e538fab88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_26954,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.81258,2,26.3484,,,,,
C1Zr1,aflow:2162b8124cd47c72,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619149,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3618,,,,,
C1Zr1,aflow:2b168367b23eff8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619172,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3568,,,,,
C1Zr1,aflow:32a60e233e32d8b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_22264,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812503,2,26.3581,,,,,
C1Zr1,aflow:485023024cc08d40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181094,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812476,2,26.3525,,,,,
C1Zr1,aflow:49d121a84439373c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619153,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3548,,,,,
C1Zr1,aflow:4b7041afb516d49d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_600759,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3567,,,,,
C1Zr1,aflow:4dc9cd1ca585b0ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619177,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3623,,,,,
C1Zr1,aflow:4ee03671ffd2377d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_180599,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812605,2,26.3573,,,,,
C1Zr1,aflow:500449d8ef62b879,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619159,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3651,,,,,
C1Zr1,aflow:50de673176fc4d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_44495,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3635,,,,,
C1Zr1,aflow:6c2ea7071b159697,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619162,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812473,2,26.3546,,,,,
C1Zr1,aflow:713d63f11897ee08,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619171,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3567,,,,,
C1Zr1,aflow:7c26743ac2d30309,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619158,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3622,,,,,
C1Zr1,aflow:7fcdc61f5b25c0ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619148,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3638,,,,,
C1Zr1,aflow:958796bb962acec5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181093,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812497,2,26.3551,,,,,
C1Zr1,aflow:969c7b54042836b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619156,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3638,,,,,
C1Zr1,aflow:9b3347c081b24034,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619163,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812553,2,26.3489,,,,,
C1Zr1,aflow:9b50ad20510e7cf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619152,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3623,,,,,
C1Zr1,aflow:b0cbd003f5b198c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619150,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812585,2,26.3608,,,,,
C1Zr1,aflow:b197dbd0d14a2d09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619169,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3567,,,,,
C1Zr1,aflow:b25daffa5043bc2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619157,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3567,,,,,
C1Zr1,aflow:b652e182b2677f30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_159874,225,cF8,"['C', 'Zr']","[0, 0]",0,2.18376e-05,671.904,-0.812584,2,26.3573,220.867,0.212686,156.986,380.749,67.4411
C1Zr1,aflow:bf9684dfac10bd96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619178,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3567,,,,,
C1Zr1,aflow:c1548f00c3b2c8cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_658333,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3564,,,,,
C1Zr1,aflow:cf2bfe97c7eb6a5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619160,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3568,,,,,
C1Zr1,aflow:d25e10e9355a2583,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_183161,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812473,2,26.3503,,,,,
C1Zr1,aflow:eb512a6ba49ae3b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_44730,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3635,,,,,
C1Zr1,aflow:ef852882fb4823d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_658395,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.357,,,,,
C1Zr1,aflow:f0ed850811f6ae04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619147,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812582,2,26.3531,,,,,
C1Zr1,aflow:f2476f0b8c1c6818,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181788,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812472,2,26.3536,,,,,
C1Zr1,aflow:f2964dfcf8a3da8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619151,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3627,,,,,
C1Zr1,aflow:f6e9f5bb1bc2d52a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181141,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812472,2,26.3535,,,,,
C1Zr1,aflow:fd9dcba419a72837,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619179,225,cF8,"['C', 'Zr']","[0, 0]",0,,,-0.812584,2,26.3577,,,,,
C8Ti8,aflow:9ae6f8178d99d037,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618950,225,cF8,"['C', 'Ti']","[0, 0]",0,,,,16,170.733,,,,,
